Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Risk_Classification
TX0000007895,Russia,4971979.308,Property Purchase,2013-11-25 22:00,Person_4609,Finance,India,FALSE,Legal,5,7,Bank_445,1
TX0000009519,India,2613854.362,Stocks Transfer,2014-02-01 14:00,Person_1911,Finance,Singapore,FALSE,Legal,0,5,Bank_158,0
TX0000000373,Singapore,1368376.6,Cryptocurrency,2013-01-16 12:00,Person_1273,Casinos,USA,FALSE,Illegal,7,8,Bank_308,1
TX0000004416,Brazil,4860467.558,Stocks Transfer,2013-07-03 23:00,Person_655,Construction,Switzerland,FALSE,Illegal,3,3,Bank_230,0
TX0000000811,Singapore,729982.5955,Property Purchase,2013-02-03 18:00,Person_1428,Luxury Goods,Switzerland,TRUE,Illegal,7,2,Bank_457,1
TX0000000851,USA,2912015.967,Property Purchase,2013-02-05 10:00,Person_5569,Finance,Singapore,FALSE,Legal,3,8,Bank_168,0
TX0000000438,UAE,1328963.204,Cash Withdrawal,2013-01-19 5:00,Person_3070,Finance,India,FALSE,Legal,1,0,Bank_306,0
TX0000002043,South Africa,721596.6801,Stocks Transfer,2013-03-27 2:00,Person_5176,Casinos,UAE,FALSE,Illegal,4,8,Bank_300,0
TX0000001170,UK,262505.6466,Offshore Transfer,2013-02-18 17:00,Person_3646,Arms Trade,Brazil,FALSE,Legal,4,9,Bank_206,0
TX0000005324,Switzerland,3983900.888,Offshore Transfer,2013-08-10 19:00,Person_3418,Finance,UK,FALSE,Illegal,4,5,Bank_143,0
TX0000006112,Brazil,2629230.263,Cash Withdrawal,2013-09-12 15:00,Person_7562,Real Estate,India,FALSE,Illegal,3,1,Bank_336,0
TX0000003171,Russia,1262062.247,Cryptocurrency,2013-05-13 2:00,Person_328,Luxury Goods,USA,FALSE,Illegal,5,9,Bank_299,1
TX0000007468,USA,4849989.459,Offshore Transfer,2013-11-08 3:00,Person_1518,Luxury Goods,UK,FALSE,Legal,3,4,Bank_220,0
TX0000000737,Russia,4443214.265,Stocks Transfer,2013-01-31 16:00,Person_2616,Luxury Goods,South Africa,FALSE,Illegal,3,1,Bank_132,0
TX0000008823,Brazil,1811745.392,Offshore Transfer,2014-01-03 14:00,Person_7750,Real Estate,India,TRUE,Illegal,7,2,Bank_67,1
TX0000003855,UAE,3992625.881,Cryptocurrency,2013-06-10 14:00,Person_9425,Finance,Switzerland,TRUE,Illegal,7,9,Bank_8,1
TX0000009559,China,3015295.593,Cash Withdrawal,2014-02-03 6:00,Person_4124,Arms Trade,India,FALSE,Illegal,3,9,Bank_38,0
TX0000000541,UAE,439956.5822,Property Purchase,2013-01-23 12:00,Person_6852,Luxury Goods,Brazil,FALSE,Illegal,5,1,Bank_156,1
TX0000007562,Singapore,4711348.564,Cryptocurrency,2013-11-12 1:00,Person_1229,Oil & Gas,Switzerland,FALSE,Legal,3,2,Bank_341,0
TX0000003210,UK,3185273.447,Cash Withdrawal,2013-05-14 17:00,Person_7414,Real Estate,Russia,FALSE,Illegal,3,4,Bank_260,0
TX0000009356,UAE,4746848.788,Stocks Transfer,2014-01-25 19:00,Person_6480,Real Estate,Switzerland,TRUE,Illegal,4,2,Bank_42,0
TX0000002554,Russia,4400101.623,Property Purchase,2013-04-17 9:00,Person_9832,Real Estate,Singapore,FALSE,Illegal,5,1,Bank_330,1
TX0000002304,India,3515865.437,Offshore Transfer,2013-04-06 23:00,Person_5949,Construction,Switzerland,FALSE,Legal,2,0,Bank_16,0
TX0000008342,Switzerland,4874098.993,Offshore Transfer,2013-12-14 13:00,Person_7934,Arms Trade,South Africa,FALSE,Legal,6,9,Bank_477,1
TX0000006772,UK,2425738.484,Cryptocurrency,2013-10-10 3:00,Person_3109,Finance,Russia,FALSE,Illegal,5,3,Bank_466,1
TX0000004506,South Africa,1805375.664,Offshore Transfer,2013-07-07 17:00,Person_7751,Finance,USA,FALSE,Illegal,4,0,Bank_5,0
TX0000005239,USA,2805089.823,Offshore Transfer,2013-08-07 6:00,Person_3630,Luxury Goods,South Africa,FALSE,Illegal,4,2,Bank_113,0
TX0000006691,Singapore,328896.0912,Offshore Transfer,2013-10-06 18:00,Person_8147,Casinos,China,TRUE,Illegal,10,4,Bank_176,1
TX0000002426,South Africa,2728256.706,Stocks Transfer,2013-04-12 1:00,Person_9662,Arms Trade,UAE,FALSE,Illegal,3,1,Bank_327,0
TX0000004523,UK,213022.9563,Cryptocurrency,2013-07-08 10:00,Person_6766,Construction,Singapore,FALSE,Illegal,4,2,Bank_384,0
TX0000009177,South Africa,3531120.066,Offshore Transfer,2014-01-18 8:00,Person_8038,Construction,South Africa,TRUE,Illegal,8,8,Bank_435,1
TX0000002762,UK,4062096.39,Cryptocurrency,2013-04-26 1:00,Person_1203,Finance,UK,FALSE,Illegal,4,3,Bank_235,0
TX0000006957,South Africa,1748383.898,Property Purchase,2013-10-17 20:00,Person_2536,Real Estate,Brazil,FALSE,Illegal,6,1,Bank_195,1
TX0000004380,South Africa,2148357.787,Cash Withdrawal,2013-07-02 11:00,Person_6425,Real Estate,South Africa,FALSE,Illegal,1,0,Bank_390,0
TX0000000937,Switzerland,1625854.749,Offshore Transfer,2013-02-09 0:00,Person_4414,Finance,UAE,FALSE,Illegal,5,6,Bank_415,1
TX0000009642,Singapore,1751490.368,Property Purchase,2014-02-06 17:00,Person_5128,Casinos,Brazil,FALSE,Illegal,9,5,Bank_262,1
TX0000003589,India,4727578.492,Property Purchase,2013-05-30 12:00,Person_8493,Oil & Gas,Russia,FALSE,Illegal,7,4,Bank_451,1
TX0000001637,UAE,2645900.687,Cash Withdrawal,2013-03-10 4:00,Person_5661,Construction,Singapore,FALSE,Illegal,4,8,Bank_349,0
TX0000001896,China,3621330.816,Property Purchase,2013-03-20 23:00,Person_5572,Real Estate,India,FALSE,Illegal,6,6,Bank_324,1
TX0000009710,China,2735211.103,Cryptocurrency,2014-02-09 13:00,Person_245,Arms Trade,USA,FALSE,Illegal,6,0,Bank_26,1
TX0000003814,South Africa,3016925.45,Cryptocurrency,2013-06-08 21:00,Person_3711,Casinos,India,FALSE,Illegal,7,6,Bank_65,1
TX0000003230,Brazil,1511872.265,Cash Withdrawal,2013-05-15 13:00,Person_5589,Arms Trade,Brazil,FALSE,Illegal,2,7,Bank_221,0
TX0000005224,India,2412784.527,Cryptocurrency,2013-08-06 15:00,Person_6475,Finance,USA,FALSE,Illegal,3,2,Bank_415,0
TX0000007104,India,2659323.602,Stocks Transfer,2013-10-23 23:00,Person_8449,Arms Trade,China,FALSE,Illegal,4,9,Bank_374,0
TX0000007624,USA,3862116.237,Offshore Transfer,2013-11-14 15:00,Person_5216,Luxury Goods,South Africa,FALSE,Legal,3,4,Bank_267,0
TX0000008035,Russia,3529578.281,Cash Withdrawal,2013-12-01 18:00,Person_7994,Real Estate,UAE,FALSE,Illegal,2,2,Bank_169,0
TX0000006577,UAE,1624900.035,Stocks Transfer,2013-10-02 0:00,Person_8205,Oil & Gas,Brazil,FALSE,Illegal,4,7,Bank_367,0
TX0000000342,India,664473.8041,Offshore Transfer,2013-01-15 5:00,Person_9789,Casinos,Brazil,FALSE,Illegal,5,5,Bank_441,1
TX0000002607,Switzerland,2321637.857,Cryptocurrency,2013-04-19 14:00,Person_4215,Finance,USA,FALSE,Legal,2,8,Bank_232,0
TX0000005009,China,1967449.894,Stocks Transfer,2013-07-28 16:00,Person_2687,Arms Trade,China,FALSE,Illegal,4,8,Bank_163,0
TX0000004060,USA,4123131.67,Property Purchase,2013-06-19 3:00,Person_8776,Real Estate,Singapore,TRUE,Legal,4,2,Bank_460,0
TX0000004823,China,2555465.858,Cryptocurrency,2013-07-20 22:00,Person_3679,Construction,Russia,FALSE,Illegal,6,9,Bank_256,1
TX0000002164,Russia,1555770.635,Property Purchase,2013-04-01 3:00,Person_4887,Casinos,China,FALSE,Legal,6,8,Bank_387,1
TX0000005837,India,3197474.859,Property Purchase,2013-09-01 4:00,Person_3719,Casinos,USA,FALSE,Illegal,3,2,Bank_413,0
TX0000007843,Brazil,591564.7688,Cash Withdrawal,2013-11-23 18:00,Person_8318,Real Estate,UK,FALSE,Illegal,4,8,Bank_64,0
TX0000009621,Russia,4423783.764,Cryptocurrency,2014-02-05 20:00,Person_451,Construction,China,TRUE,Legal,8,5,Bank_469,1
TX0000000530,UAE,1632357.44,Cash Withdrawal,2013-01-23 1:00,Person_2421,Arms Trade,Russia,TRUE,Illegal,5,0,Bank_149,1
TX0000003306,Brazil,1411855.25,Property Purchase,2013-05-18 17:00,Person_7551,Construction,Russia,FALSE,Illegal,5,0,Bank_247,1
TX0000004265,South Africa,3372243.961,Stocks Transfer,2013-06-27 16:00,Person_3779,Construction,Singapore,FALSE,Legal,0,2,Bank_336,0
TX0000003131,Russia,665889.4361,Cash Withdrawal,2013-05-11 10:00,Person_8243,Construction,Brazil,FALSE,Illegal,2,0,Bank_492,0
TX0000000085,Brazil,1585310.547,Stocks Transfer,2013-01-04 12:00,Person_8997,Arms Trade,UK,FALSE,Illegal,5,6,Bank_320,1
TX0000003604,China,2098603.145,Property Purchase,2013-05-31 3:00,Person_7288,Luxury Goods,Singapore,FALSE,Illegal,4,2,Bank_162,0
TX0000003087,Singapore,4555822.832,Cryptocurrency,2013-05-09 14:00,Person_6912,Oil & Gas,USA,FALSE,Legal,5,9,Bank_90,1
TX0000007144,UAE,4297725.792,Cash Withdrawal,2013-10-25 15:00,Person_3662,Oil & Gas,Switzerland,TRUE,Illegal,6,7,Bank_206,1
TX0000007166,Brazil,4572511.003,Cryptocurrency,2013-10-26 13:00,Person_2607,Arms Trade,Singapore,TRUE,Illegal,8,8,Bank_168,1
TX0000009491,Brazil,2002199.362,Cash Withdrawal,2014-01-31 10:00,Person_5314,Casinos,UAE,FALSE,Illegal,3,2,Bank_177,0
TX0000008473,South Africa,3612471.587,Property Purchase,2013-12-20 0:00,Person_8373,Luxury Goods,Russia,FALSE,Legal,6,5,Bank_411,1
TX0000000880,South Africa,439290.4836,Cash Withdrawal,2013-02-06 15:00,Person_3253,Finance,China,FALSE,Illegal,2,0,Bank_318,0
TX0000007623,UK,518723.3346,Cryptocurrency,2013-11-14 14:00,Person_7874,Finance,China,FALSE,Legal,1,2,Bank_443,0
TX0000008480,UK,3037380.07,Cash Withdrawal,2013-12-20 7:00,Person_7639,Casinos,Switzerland,TRUE,Illegal,4,0,Bank_168,0
TX0000005370,Switzerland,4263146.04,Property Purchase,2013-08-12 17:00,Person_4070,Arms Trade,China,FALSE,Illegal,7,4,Bank_74,1
TX0000009534,Singapore,2897655.358,Cryptocurrency,2014-02-02 5:00,Person_2278,Luxury Goods,USA,FALSE,Illegal,7,4,Bank_155,1
TX0000000718,Brazil,944700.8423,Stocks Transfer,2013-01-30 21:00,Person_5498,Arms Trade,USA,FALSE,Illegal,4,3,Bank_152,0
TX0000001907,Switzerland,2670175.331,Cash Withdrawal,2013-03-21 10:00,Person_6828,Luxury Goods,Singapore,FALSE,Illegal,4,5,Bank_14,0
TX0000003163,Brazil,1554519.884,Cryptocurrency,2013-05-12 18:00,Person_8046,Arms Trade,Russia,TRUE,Legal,8,3,Bank_53,1
TX0000003518,USA,3952132.056,Cryptocurrency,2013-05-27 13:00,Person_3820,Casinos,India,FALSE,Illegal,3,2,Bank_102,0
TX0000001699,Russia,821663.2085,Offshore Transfer,2013-03-12 18:00,Person_7439,Luxury Goods,Singapore,FALSE,Legal,4,7,Bank_479,0
TX0000000338,Russia,1883135.801,Cash Withdrawal,2013-01-15 1:00,Person_454,Construction,UAE,FALSE,Illegal,2,2,Bank_361,0
TX0000006200,Singapore,400799.6587,Cryptocurrency,2013-09-16 7:00,Person_5419,Real Estate,Brazil,FALSE,Illegal,7,3,Bank_463,1
TX0000001644,UAE,4205636.787,Offshore Transfer,2013-03-10 11:00,Person_6027,Finance,China,FALSE,Legal,7,9,Bank_52,1
TX0000004911,Russia,4688798.225,Offshore Transfer,2013-07-24 14:00,Person_2636,Casinos,Singapore,TRUE,Illegal,9,4,Bank_493,1
TX0000003993,Brazil,3820396.535,Stocks Transfer,2013-06-16 8:00,Person_7482,Luxury Goods,China,FALSE,Illegal,4,5,Bank_408,0
TX0000002326,Singapore,4936707.98,Property Purchase,2013-04-07 21:00,Person_2113,Construction,Singapore,FALSE,Illegal,5,4,Bank_41,1
TX0000004250,China,4620940.631,Cash Withdrawal,2013-06-27 1:00,Person_7857,Construction,Russia,FALSE,Legal,3,5,Bank_192,0
TX0000003815,China,4879397.315,Cryptocurrency,2013-06-08 22:00,Person_5315,Arms Trade,India,FALSE,Illegal,6,3,Bank_164,1
TX0000004684,UAE,2838307.664,Offshore Transfer,2013-07-15 3:00,Person_7956,Oil & Gas,China,FALSE,Legal,6,9,Bank_231,1
TX0000006074,Brazil,2844631.26,Offshore Transfer,2013-09-11 1:00,Person_5546,Oil & Gas,China,FALSE,Illegal,7,5,Bank_78,1
TX0000002832,USA,863191.8941,Offshore Transfer,2013-04-28 23:00,Person_8593,Oil & Gas,UAE,FALSE,Illegal,6,5,Bank_125,1
TX0000008686,South Africa,3961230.82,Property Purchase,2013-12-28 21:00,Person_5457,Construction,India,TRUE,Illegal,10,7,Bank_273,1
TX0000005317,Brazil,3019926.763,Stocks Transfer,2013-08-10 12:00,Person_8223,Finance,Brazil,TRUE,Legal,2,4,Bank_334,0
TX0000002864,Switzerland,580740.1176,Cash Withdrawal,2013-04-30 7:00,Person_4312,Oil & Gas,India,FALSE,Illegal,1,2,Bank_138,0
TX0000008318,South Africa,3064478.521,Stocks Transfer,2013-12-13 13:00,Person_9139,Construction,Singapore,FALSE,Legal,0,1,Bank_131,0
TX0000002263,USA,4903670.874,Cash Withdrawal,2013-04-05 6:00,Person_1333,Oil & Gas,UK,TRUE,Legal,2,9,Bank_499,0
TX0000005294,Brazil,3502214.539,Offshore Transfer,2013-08-09 13:00,Person_7642,Oil & Gas,UAE,FALSE,Legal,6,8,Bank_479,1
TX0000005389,South Africa,3368338.026,Cash Withdrawal,2013-08-13 12:00,Person_8270,Finance,South Africa,FALSE,Illegal,2,9,Bank_447,0
TX0000004662,Russia,1520987.863,Property Purchase,2013-07-14 5:00,Person_3683,Casinos,UK,FALSE,Legal,4,1,Bank_222,0
TX0000007713,India,4057145.437,Property Purchase,2013-11-18 8:00,Person_4489,Real Estate,China,FALSE,Illegal,5,6,Bank_420,1
TX0000001954,UAE,4532443.809,Cash Withdrawal,2013-03-23 9:00,Person_9270,Oil & Gas,UAE,TRUE,Illegal,3,8,Bank_328,0
TX0000002007,Switzerland,2773989.868,Cash Withdrawal,2013-03-25 14:00,Person_2967,Oil & Gas,USA,FALSE,Illegal,1,4,Bank_117,0
TX0000002149,UK,3912219.595,Property Purchase,2013-03-31 12:00,Person_5709,Real Estate,USA,FALSE,Illegal,6,3,Bank_463,1
TX0000000239,Singapore,2370424.803,Cash Withdrawal,2013-01-10 22:00,Person_3896,Arms Trade,South Africa,FALSE,Legal,2,2,Bank_305,0
TX0000001415,India,989181.8528,Cash Withdrawal,2013-02-28 22:00,Person_123,Oil & Gas,China,FALSE,Legal,2,4,Bank_352,0
TX0000005881,Brazil,2108919.02,Offshore Transfer,2013-09-03 0:00,Person_9972,Oil & Gas,UK,FALSE,Illegal,7,5,Bank_341,1
TX0000002087,UAE,239496.1406,Property Purchase,2013-03-28 22:00,Person_2636,Casinos,UK,FALSE,Legal,6,4,Bank_68,1
TX0000008369,Switzerland,3145373.632,Property Purchase,2013-12-15 16:00,Person_5440,Luxury Goods,India,TRUE,Legal,4,9,Bank_168,0
TX0000007130,Singapore,1683238.167,Stocks Transfer,2013-10-25 1:00,Person_2642,Real Estate,Brazil,FALSE,Illegal,4,3,Bank_51,0
TX0000007363,China,4792413.856,Cash Withdrawal,2013-11-03 18:00,Person_56,Luxury Goods,Switzerland,FALSE,Legal,3,6,Bank_347,0
TX0000008490,South Africa,4833439.357,Cryptocurrency,2013-12-20 17:00,Person_8754,Arms Trade,USA,FALSE,Legal,4,5,Bank_331,0
TX0000000926,China,310547.5214,Property Purchase,2013-02-08 13:00,Person_7703,Oil & Gas,Singapore,FALSE,Illegal,7,5,Bank_479,1
TX0000008652,Russia,3177595.293,Cash Withdrawal,2013-12-27 11:00,Person_2775,Oil & Gas,Russia,TRUE,Illegal,3,1,Bank_441,0
TX0000007090,USA,3012238.737,Cryptocurrency,2013-10-23 9:00,Person_8787,Luxury Goods,Singapore,FALSE,Illegal,3,0,Bank_451,0
TX0000008082,South Africa,4178780.352,Stocks Transfer,2013-12-03 17:00,Person_2678,Casinos,China,FALSE,Legal,4,3,Bank_374,0
TX0000005232,UK,3231840.5,Cash Withdrawal,2013-08-06 23:00,Person_2663,Real Estate,China,FALSE,Illegal,2,1,Bank_445,0
TX0000000026,Brazil,4386548.957,Property Purchase,2013-01-02 1:00,Person_1879,Construction,UAE,FALSE,Illegal,7,9,Bank_405,1
TX0000004423,South Africa,4531912.495,Stocks Transfer,2013-07-04 6:00,Person_5567,Real Estate,South Africa,TRUE,Illegal,4,0,Bank_190,0
TX0000003592,Brazil,14230.85865,Stocks Transfer,2013-05-30 15:00,Person_1180,Real Estate,UAE,FALSE,Legal,4,6,Bank_330,0
TX0000006650,China,137654.6756,Offshore Transfer,2013-10-05 1:00,Person_589,Real Estate,South Africa,FALSE,Illegal,7,3,Bank_68,1
TX0000005255,Brazil,3350852.485,Cash Withdrawal,2013-08-07 22:00,Person_6347,Real Estate,India,FALSE,Illegal,2,2,Bank_275,0
TX0000009239,India,3561527.257,Property Purchase,2014-01-20 22:00,Person_1656,Oil & Gas,UAE,FALSE,Illegal,5,3,Bank_384,1
TX0000004171,UAE,4053960.425,Property Purchase,2013-06-23 18:00,Person_6902,Construction,USA,FALSE,Illegal,7,6,Bank_30,1
TX0000000682,USA,212072.4635,Cryptocurrency,2013-01-29 9:00,Person_6156,Construction,USA,FALSE,Legal,3,7,Bank_115,0
TX0000000353,Switzerland,1280112.803,Cash Withdrawal,2013-01-15 16:00,Person_8682,Construction,Singapore,TRUE,Illegal,3,0,Bank_483,0
TX0000003164,Singapore,2222485.75,Offshore Transfer,2013-05-12 19:00,Person_7208,Oil & Gas,India,FALSE,Illegal,5,3,Bank_444,1
TX0000001530,UK,2099627.457,Offshore Transfer,2013-03-05 17:00,Person_8897,Construction,South Africa,FALSE,Illegal,5,3,Bank_184,1
TX0000002805,Russia,1524542.882,Cash Withdrawal,2013-04-27 20:00,Person_721,Arms Trade,India,FALSE,Legal,1,1,Bank_203,0
TX0000002871,Singapore,671272.0354,Stocks Transfer,2013-04-30 14:00,Person_110,Arms Trade,UAE,TRUE,Illegal,6,8,Bank_62,1
TX0000000393,Switzerland,4673383.736,Cryptocurrency,2013-01-17 8:00,Person_5930,Construction,USA,FALSE,Illegal,4,0,Bank_366,0
TX0000008778,India,2486558.178,Offshore Transfer,2014-01-01 17:00,Person_7783,Oil & Gas,UK,FALSE,Legal,3,0,Bank_111,0
TX0000003393,Russia,89686.78113,Offshore Transfer,2013-05-22 8:00,Person_2804,Luxury Goods,UAE,FALSE,Illegal,5,9,Bank_132,1
TX0000002338,Singapore,3300161.332,Property Purchase,2013-04-08 9:00,Person_9292,Luxury Goods,Switzerland,TRUE,Illegal,8,7,Bank_91,1
TX0000003151,Brazil,4506423,Property Purchase,2013-05-12 6:00,Person_164,Arms Trade,Singapore,FALSE,Illegal,9,9,Bank_412,1
TX0000008632,Switzerland,2598812.677,Cryptocurrency,2013-12-26 15:00,Person_5697,Construction,UK,FALSE,Illegal,5,3,Bank_276,1
TX0000008595,UK,1600845.006,Offshore Transfer,2013-12-25 2:00,Person_768,Arms Trade,China,FALSE,Illegal,6,7,Bank_228,1
TX0000009068,China,965793.6247,Property Purchase,2014-01-13 19:00,Person_7215,Arms Trade,Brazil,FALSE,Illegal,7,9,Bank_435,1
TX0000002432,China,4712542.305,Offshore Transfer,2013-04-12 7:00,Person_5182,Arms Trade,Russia,FALSE,Illegal,7,2,Bank_39,1
TX0000009061,USA,1178826.815,Offshore Transfer,2014-01-13 12:00,Person_4368,Construction,Switzerland,FALSE,Legal,1,1,Bank_260,0
TX0000007577,South Africa,4261513.197,Property Purchase,2013-11-12 16:00,Person_8372,Finance,UAE,TRUE,Illegal,8,1,Bank_479,1
TX0000007274,Switzerland,2762457.071,Stocks Transfer,2013-10-31 1:00,Person_2684,Arms Trade,UK,FALSE,Legal,3,3,Bank_175,0
TX0000009875,Switzerland,4250868.133,Offshore Transfer,2014-02-16 10:00,Person_923,Finance,Switzerland,FALSE,Legal,0,3,Bank_255,0
TX0000009853,Switzerland,4827002.415,Offshore Transfer,2014-02-15 12:00,Person_8848,Real Estate,Russia,FALSE,Illegal,5,5,Bank_207,1
TX0000002422,Brazil,1433396.631,Stocks Transfer,2013-04-11 21:00,Person_1965,Arms Trade,Singapore,FALSE,Illegal,5,8,Bank_270,1
TX0000006037,Switzerland,2248790.087,Property Purchase,2013-09-09 12:00,Person_3934,Finance,UAE,FALSE,Illegal,6,6,Bank_148,1
TX0000000595,USA,365629.291,Stocks Transfer,2013-01-25 18:00,Person_9483,Oil & Gas,USA,FALSE,Illegal,0,2,Bank_401,0
TX0000001300,Brazil,636482.5883,Stocks Transfer,2013-02-24 3:00,Person_8901,Luxury Goods,Switzerland,FALSE,Illegal,3,6,Bank_100,0
TX0000000766,Switzerland,2967037.497,Cash Withdrawal,2013-02-01 21:00,Person_204,Oil & Gas,South Africa,FALSE,Illegal,4,6,Bank_477,0
TX0000006012,UAE,468717.6737,Stocks Transfer,2013-09-08 11:00,Person_5262,Luxury Goods,UK,FALSE,Illegal,4,9,Bank_27,0
TX0000006632,China,1085731.636,Cash Withdrawal,2013-10-04 7:00,Person_9210,Luxury Goods,South Africa,FALSE,Illegal,4,9,Bank_226,0
TX0000001277,Switzerland,3239472.861,Property Purchase,2013-02-23 4:00,Person_733,Arms Trade,Singapore,TRUE,Legal,5,6,Bank_21,1
TX0000000757,UAE,4548862.128,Offshore Transfer,2013-02-01 12:00,Person_1702,Finance,UK,FALSE,Illegal,6,7,Bank_438,1
TX0000007431,South Africa,1224526.7,Cryptocurrency,2013-11-06 14:00,Person_2097,Arms Trade,Singapore,FALSE,Legal,5,0,Bank_472,1
TX0000000078,Brazil,683434.1331,Property Purchase,2013-01-04 5:00,Person_981,Finance,South Africa,FALSE,Illegal,9,5,Bank_368,1
TX0000003234,USA,3112601.718,Stocks Transfer,2013-05-15 17:00,Person_2695,Real Estate,Russia,FALSE,Illegal,3,6,Bank_411,0
TX0000002390,UAE,36122.90534,Cryptocurrency,2013-04-10 13:00,Person_8731,Finance,China,FALSE,Illegal,6,3,Bank_18,1
TX0000007701,USA,2608302.428,Offshore Transfer,2013-11-17 20:00,Person_1272,Luxury Goods,Brazil,FALSE,Legal,4,4,Bank_245,0
TX0000004016,India,2439396.18,Cash Withdrawal,2013-06-17 7:00,Person_122,Real Estate,South Africa,FALSE,Illegal,2,1,Bank_193,0
TX0000002471,Russia,1450032.931,Stocks Transfer,2013-04-13 22:00,Person_9271,Arms Trade,India,FALSE,Illegal,4,3,Bank_409,0
TX0000008949,Singapore,4487573.205,Property Purchase,2014-01-08 20:00,Person_705,Arms Trade,Switzerland,FALSE,Legal,6,4,Bank_91,1
TX0000003073,Russia,3328183.012,Cash Withdrawal,2013-05-09 0:00,Person_3840,Construction,UAE,FALSE,Illegal,5,8,Bank_263,1
TX0000006884,India,3478728.157,Cash Withdrawal,2013-10-14 19:00,Person_5639,Casinos,Singapore,FALSE,Illegal,4,8,Bank_193,0
TX0000001087,India,3702466.592,Stocks Transfer,2013-02-15 6:00,Person_8466,Construction,USA,FALSE,Illegal,0,2,Bank_309,0
TX0000003620,South Africa,3712104.022,Stocks Transfer,2013-05-31 19:00,Person_864,Construction,Switzerland,FALSE,Illegal,2,1,Bank_77,0
TX0000004521,Switzerland,2931359.886,Cash Withdrawal,2013-07-08 8:00,Person_8266,Construction,Singapore,FALSE,Illegal,2,5,Bank_457,0
TX0000005445,Singapore,3284893.084,Offshore Transfer,2013-08-15 20:00,Person_361,Finance,China,FALSE,Illegal,6,0,Bank_243,1
TX0000003311,Brazil,3217874.792,Cash Withdrawal,2013-05-18 22:00,Person_1123,Oil & Gas,China,FALSE,Illegal,3,0,Bank_67,0
TX0000004492,UK,2885240.729,Cash Withdrawal,2013-07-07 3:00,Person_1119,Oil & Gas,UK,FALSE,Legal,0,1,Bank_39,0
TX0000002081,UAE,396461.5924,Stocks Transfer,2013-03-28 16:00,Person_3097,Real Estate,India,FALSE,Illegal,3,5,Bank_213,0
TX0000002339,India,608505.1331,Cryptocurrency,2013-04-08 10:00,Person_8393,Finance,USA,FALSE,Illegal,4,0,Bank_377,0
TX0000001005,USA,3914437.26,Property Purchase,2013-02-11 20:00,Person_4259,Construction,Switzerland,FALSE,Illegal,5,9,Bank_166,1
TX0000004090,Singapore,2041657.014,Stocks Transfer,2013-06-20 9:00,Person_9711,Finance,Russia,FALSE,Illegal,5,7,Bank_134,1
TX0000000758,India,3470447.704,Cryptocurrency,2013-02-01 13:00,Person_5144,Arms Trade,Switzerland,FALSE,Illegal,6,7,Bank_271,1
TX0000009535,Singapore,4451819.749,Stocks Transfer,2014-02-02 6:00,Person_3156,Finance,UAE,FALSE,Legal,3,6,Bank_125,0
TX0000004737,India,4235605.693,Cash Withdrawal,2013-07-17 8:00,Person_1407,Construction,UAE,FALSE,Legal,1,0,Bank_137,0
TX0000007420,South Africa,3291987.952,Stocks Transfer,2013-11-06 3:00,Person_400,Finance,UAE,FALSE,Legal,3,4,Bank_491,0
TX0000003298,UK,2601548.09,Stocks Transfer,2013-05-18 9:00,Person_3684,Real Estate,UAE,FALSE,Illegal,3,6,Bank_348,0
TX0000009661,Brazil,2525384.641,Cryptocurrency,2014-02-07 12:00,Person_9326,Luxury Goods,USA,FALSE,Legal,4,8,Bank_214,0
TX0000002135,USA,1886555.371,Cash Withdrawal,2013-03-30 22:00,Person_3969,Luxury Goods,South Africa,FALSE,Illegal,3,7,Bank_173,0
TX0000000336,UAE,1182828.792,Stocks Transfer,2013-01-14 23:00,Person_1690,Luxury Goods,India,FALSE,Legal,1,2,Bank_56,0
TX0000008024,China,3885932.195,Stocks Transfer,2013-12-01 7:00,Person_4315,Finance,Singapore,FALSE,Illegal,2,0,Bank_15,0
TX0000008207,China,927589.7315,Cash Withdrawal,2013-12-08 22:00,Person_1575,Arms Trade,UAE,TRUE,Illegal,8,3,Bank_350,1
TX0000002004,UAE,1911567.76,Cash Withdrawal,2013-03-25 11:00,Person_3883,Oil & Gas,India,FALSE,Illegal,4,6,Bank_273,0
TX0000009110,UK,2187649.109,Stocks Transfer,2014-01-15 13:00,Person_5230,Casinos,UAE,FALSE,Legal,2,5,Bank_497,0
TX0000009959,Singapore,4161732.213,Cash Withdrawal,2014-02-19 22:00,Person_3986,Real Estate,Singapore,FALSE,Illegal,2,7,Bank_262,0
TX0000008535,Brazil,3821130.503,Cash Withdrawal,2013-12-22 14:00,Person_6730,Real Estate,UK,FALSE,Legal,2,6,Bank_200,0
TX0000007918,Brazil,3657401.553,Property Purchase,2013-11-26 21:00,Person_7341,Construction,USA,FALSE,Illegal,7,3,Bank_312,1
TX0000005966,South Africa,4509655.521,Offshore Transfer,2013-09-06 13:00,Person_6662,Luxury Goods,Russia,FALSE,Illegal,5,2,Bank_9,1
TX0000004349,Switzerland,1963520.725,Offshore Transfer,2013-07-01 4:00,Person_5270,Finance,India,FALSE,Illegal,5,5,Bank_404,1
TX0000000619,Russia,989720.4231,Property Purchase,2013-01-26 18:00,Person_9570,Real Estate,UAE,FALSE,Illegal,8,4,Bank_409,1
